Institute,Academic Program Name,quota,seat type,Gender,opening rank,closing rank
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,1111.0,1272.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,3337.0,4087.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS (PwD) ,Gender-Neutral ,198.0,198.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,5583.0,9633.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,558.0,630.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,4374.0,6382.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC (PwD) ,Gender-Neutral ,137.0,137.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,2289.0,3256.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,11406.0,21651.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,692.0,692.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,3371.0,3375.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology) ",AI ,EWS (PwD) ,Gender-Neutral ,269.0,269.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,6270.0,9399.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,3757.0,5494.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,1873.0,2532.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Physical System) (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,23792.0,27351.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Physical System) (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,4386.0,4582.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Physical System) (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,9929.0,10997.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Physical System) (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,5646.0,6873.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Physical System) (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,2651.0,2736.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,16823.0,23384.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,3778.0,4200.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,7138.0,10307.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,179.0,179.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,3944.0,6446.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology) ",AI ,SC (PwD) ,Gender-Neutral ,330.0,330.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,1591.0,2162.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,2949.0,18115.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,903.0,903.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,2973.0,3502.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,5591.0,8262.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,3604.0,4103.0
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,992.0,2612.0
Indian Institute of Information Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,20535.0,31496.0
Indian Institute of Information Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,1705.0,1848.0
Indian Institute of Information Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,5146.0,5428.0
Indian Institute of Information Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,10132.0,13267.0
Indian Institute of Information Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,777.0,811.0
Indian Institute of Information Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,6695.0,7962.0
Indian Institute of Information Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,2766.0,3861.0
Indian Institute of Information Technology Bhopal,"Information Technology (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,15057.0,26079.0
Indian Institute of Information Technology Bhopal,"Information Technology (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,1531.0,1547.0
Indian Institute of Information Technology Bhopal,"Information Technology (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,4145.0,4649.0
Indian Institute of Information Technology Bhopal,"Information Technology (4 Years, Bachelor of Technology) ",AI ,EWS (PwD) ,Gender-Neutral ,297.0,297.0
Indian Institute of Information Technology Bhopal,"Information Technology (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,7400.0,11043.0
Indian Institute of Information Technology Bhopal,"Information Technology (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,703.0,755.0
Indian Institute of Information Technology Bhopal,"Information Technology (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,5954.0,7376.0
Indian Institute of Information Technology Bhopal,"Information Technology (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,2688.0,3718.0
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,12117.0,21232.0
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,26941.0,28889.0
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,971.0,990.0
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,3301.0,3895.0
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Female-only (including Supernumerary) ,4954.0,5190.0
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,5833.0,9437.0
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Female-only (including Supernumerary) ,12521.0,13688.0
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,577.0,577.0
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,1641.0,6211.0
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Female-only (including Supernumerary) ,7078.0,7534.0
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC (PwD) ,Gender-Neutral ,154.0,154.0
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,1470.0,2890.0
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Female-only (including Supernumerary) ,2902.0,2902.0
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,18512.0,29048.0
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,29856.0,33827.0
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,1580.0,1619.0
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,4834.0,5178.0
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Female-only (including Supernumerary) ,6025.0,6782.0
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,8525.0,13098.0
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Female-only (including Supernumerary) ,14392.0,15104.0
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,1083.0,1083.0
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,5294.0,7837.0
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Female-only (including Supernumerary) ,8026.0,8495.0
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,2721.0,3098.0
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Female-only (including Supernumerary) ,3394.0,3394.0
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,23898.0,33852.0
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,30606.0,38949.0
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,5767.0,5844.0
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Female-only (including Supernumerary) ,7226.0,7226.0
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS (PwD) ,Gender-Neutral ,441.0,441.0
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,10190.0,13245.0
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Female-only (including Supernumerary) ,16308.0,16827.0
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,675.0,987.0
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,3905.0,7287.0
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Female-only (including Supernumerary) ,9393.0,9794.0
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,2058.0,3509.0
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Female-only (including Supernumerary) ,3758.0,3758.0
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,15185.0,33023.0
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,35500.0,38721.0
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,1008.0,1090.0
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,5337.0,5698.0
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,EWS ,Female-only (including Supernumerary) ,6813.0,6840.0
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,11216.0,13270.0
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Female-only (including Supernumerary) ,14795.0,15589.0
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,665.0,665.0
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,4878.0,7588.0
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,SC ,Female-only (including Supernumerary) ,6690.0,6902.0
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,3089.0,3501.0
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,ST ,Female-only (including Supernumerary) ,3514.0,3514.0
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,19770.0,29058.0
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,31021.0,35382.0
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,674.0,674.0
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,4664.0,5123.0
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Female-only (including Supernumerary) ,5860.0,6233.0
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS (PwD) ,Gender-Neutral ,230.0,230.0
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,9653.0,12263.0
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Female-only (including Supernumerary) ,12962.0,14669.0
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,506.0,506.0
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,2315.0,6988.0
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Female-only (including Supernumerary) ,2391.0,7564.0
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,1954.0,2997.0
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Female-only (including Supernumerary) ,2209.0,2209.0
"Indian institute of information technology, Raichur, Karnataka","Mathematics and Computing (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,15787.0,34863.0
"Indian institute of information technology, Raichur, Karnataka","Mathematics and Computing (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,34619.0,38818.0
"Indian institute of information technology, Raichur, Karnataka","Mathematics and Computing (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,1431.0,1431.0
"Indian institute of information technology, Raichur, Karnataka","Mathematics and Computing (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,5735.0,6044.0
"Indian institute of information technology, Raichur, Karnataka","Mathematics and Computing (4 Years, Bachelor of Technology) ",AI ,EWS ,Female-only (including Supernumerary) ,6860.0,6860.0
"Indian institute of information technology, Raichur, Karnataka","Mathematics and Computing (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,10784.0,14007.0
"Indian institute of information technology, Raichur, Karnataka","Mathematics and Computing (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Female-only (including Supernumerary) ,14841.0,15603.0
"Indian institute of information technology, Raichur, Karnataka","Mathematics and Computing (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,808.0,808.0
"Indian institute of information technology, Raichur, Karnataka","Mathematics and Computing (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,7270.0,8462.0
"Indian institute of information technology, Raichur, Karnataka","Mathematics and Computing (4 Years, Bachelor of Technology) ",AI ,SC ,Female-only (including Supernumerary) ,7970.0,9822.0
"Indian institute of information technology, Raichur, Karnataka","Mathematics and Computing (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,2365.0,3798.0
"Indian institute of information technology, Raichur, Karnataka","Mathematics and Computing (4 Years, Bachelor of Technology) ",AI ,ST ,Female-only (including Supernumerary) ,2930.0,2930.0
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,17310.0,28208.0
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,31268.0,33711.0
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,1795.0,1924.0
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Female-only (including Supernumerary) ,2221.0,2221.0
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,4569.0,4909.0
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Female-only (including Supernumerary) ,5625.0,5674.0
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS (PwD) ,Gender-Neutral ,520.0,520.0
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,8672.0,12891.0
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Female-only (including Supernumerary) ,12742.0,16018.0
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,1077.0,1077.0
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,4212.0,7769.0
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Female-only (including Supernumerary) ,7759.0,8542.0
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,2929.0,3495.0
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Female-only (including Supernumerary) ,4095.0,4095.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,3710.0,8044.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,10050.0,11529.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,212.0,212.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,1127.0,1365.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Female-only (including Supernumerary) ,2013.0,2013.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,2658.0,3625.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Female-only (including Supernumerary) ,5669.0,6214.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,195.0,195.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,1737.0,2195.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Female-only (including Supernumerary) ,3246.0,3313.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC (PwD) ,Gender-Neutral ,67.0,67.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,746.0,1343.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Female-only (including Supernumerary) ,1493.0,1493.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST (PwD) ,Gender-Neutral ,75.0,75.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,10447.0,17195.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,24344.0,25669.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,1334.0,1334.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,2740.0,2803.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Female-only (including Supernumerary) ,4312.0,4312.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,5855.0,6543.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Female-only (including Supernumerary) ,10596.0,13502.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,973.0,973.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,3776.0,5088.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Female-only (including Supernumerary) ,4852.0,4852.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,1508.0,1671.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.) ",AI ,OPEN ,Gender-Neutral ,9708.0,13577.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.) ",AI ,OPEN ,Female-only (including Supernumerary) ,18625.0,22022.0
