Institute,Academic Program Name,quota,seat type,Gender,opening rank,closing rank
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,1504.0,1556.0
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology) ",AI ,EWS ,Female-only (including Supernumerary) ,2658.0,2658.0
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,3696.0,4523.0
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Female-only (including Supernumerary) ,7387.0,8960.0
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,403.0,403.0
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,2420.0,3713.0
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology) ",AI ,SC ,Female-only (including Supernumerary) ,5200.0,5463.0
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,1943.0,2152.0
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology) ",AI ,ST ,Female-only (including Supernumerary) ,2486.0,2486.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,16317.0,32038.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,13546.0,35619.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,236.0,902.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,5207.0,5778.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Female-only (including Supernumerary) ,6126.0,6713.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS (PwD) ,Gender-Neutral ,246.0,246.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,9434.0,13297.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Female-only (including Supernumerary) ,9930.0,14083.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,410.0,490.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,2716.0,7968.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Female-only (including Supernumerary) ,5920.0,7928.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC (PwD) ,Gender-Neutral ,64.0,85.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,1174.0,3127.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Female-only (including Supernumerary) ,1812.0,2087.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,17623.0,33977.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,31634.0,37645.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,448.0,784.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,5718.0,5884.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology) ",AI ,EWS ,Female-only (including Supernumerary) ,6758.0,6913.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology) ",AI ,EWS (PwD) ,Gender-Neutral ,223.0,223.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,11912.0,13847.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Female-only (including Supernumerary) ,14252.0,15983.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,612.0,612.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,5949.0,8217.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology) ",AI ,SC ,Female-only (including Supernumerary) ,6044.0,7465.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology) ",AI ,SC (PwD) ,Gender-Neutral ,99.0,99.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,3204.0,3467.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology) ",AI ,ST ,Female-only (including Supernumerary) ,2154.0,2154.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,11215.0,35822.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,37401.0,39199.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,1131.0,1253.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,6087.0,6352.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Female-only (including Supernumerary) ,6850.0,6983.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,13324.0,14384.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Female-only (including Supernumerary) ,15751.0,16265.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,552.0,552.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,6091.0,8567.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Female-only (including Supernumerary) ,8342.0,9070.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,SC (PwD) ,Gender-Neutral ,144.0,144.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,2967.0,3901.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Female-only (including Supernumerary) ,3771.0,3771.0
Indian Institute of Information Technology(IIIT) Dharwad ,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ",AI ,ST (PwD) ,Gender-Neutral ,92.0,92.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,15300.0,32761.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,31638.0,33001.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,578.0,578.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,5304.0,5633.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,EWS ,Female-only (including Supernumerary) ,6060.0,6060.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,10305.0,12949.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Female-only (including Supernumerary) ,12461.0,12771.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,412.0,412.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,4717.0,5906.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,SC ,Female-only (including Supernumerary) ,6661.0,6661.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,2148.0,2325.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,ST ,Female-only (including Supernumerary) ,3107.0,3107.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,20446.0,30457.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,22839.0,31535.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,491.0,491.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,4861.0,5072.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Female-only (including Supernumerary) ,5406.0,5406.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,8337.0,11049.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Female-only (including Supernumerary) ,11166.0,11429.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,317.0,317.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,4291.0,5333.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Female-only (including Supernumerary) ,5148.0,5148.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,2003.0,2146.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Female-only (including Supernumerary) ,1670.0,1670.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ",AI ,OPEN ,Gender-Neutral ,28974.0,33117.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ",AI ,EWS ,Gender-Neutral ,5412.0,5550.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ",AI ,OBC-NCL ,Gender-Neutral ,10396.0,12231.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,379.0,379.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ",AI ,SC ,Gender-Neutral ,4273.0,5707.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ",AI ,ST ,Gender-Neutral ,1814.0,1814.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ",AI ,OPEN ,Gender-Neutral ,35392.0,37662.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ",AI ,OPEN (PwD) ,Gender-Neutral ,1759.0,1759.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ",AI ,EWS ,Gender-Neutral ,6260.0,6276.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ",AI ,OBC-NCL ,Gender-Neutral ,13295.0,14604.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ",AI ,SC ,Gender-Neutral ,5066.0,6355.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ",AI ,ST ,Gender-Neutral ,2960.0,3357.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,33048.0,36620.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,35056.0,37402.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,926.0,926.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,5906.0,6107.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology) ",AI ,EWS ,Female-only (including Supernumerary) ,6776.0,6776.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,13017.0,14075.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Female-only (including Supernumerary) ,13035.0,13035.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,5851.0,6735.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology) ",AI ,SC ,Female-only (including Supernumerary) ,7393.0,7393.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,2305.0,2508.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ",AI ,OPEN ,Gender-Neutral ,27640.0,45091.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ",AI ,EWS ,Gender-Neutral ,7507.0,7822.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ",AI ,OBC-NCL ,Gender-Neutral ,14877.0,16182.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ",AI ,SC ,Gender-Neutral ,6428.0,7695.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ",AI ,ST ,Gender-Neutral ,3549.0,3582.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,35781.0,44010.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,47423.0,47544.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,1856.0,1856.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,7083.0,7376.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,14333.0,15611.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Female-only (including Supernumerary) ,17427.0,17427.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,852.0,852.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,7411.0,7688.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology) ",AI ,SC ,Female-only (including Supernumerary) ,8694.0,8694.0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,2590.0,3143.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,13429.0,31235.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,19945.0,36456.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,937.0,1571.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Female-only (including Supernumerary) ,1475.0,1475.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,5014.0,5416.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS ,Female-only (including Supernumerary) ,6054.0,6754.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,EWS (PwD) ,Gender-Neutral ,378.0,378.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,8855.0,12458.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Female-only (including Supernumerary) ,11290.0,13652.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,931.0,1054.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Female-only (including Supernumerary) ,1136.0,1136.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,5635.0,8399.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC ,Female-only (including Supernumerary) ,6953.0,8574.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,SC (PwD) ,Gender-Neutral ,183.0,211.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,2355.0,3787.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology) ",AI ,ST ,Female-only (including Supernumerary) ,3155.0,3588.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,9741.0,28643.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,18954.0,30612.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,710.0,710.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,4819.0,5226.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,EWS ,Female-only (including Supernumerary) ,5810.0,5810.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Gender-Neutral ,8127.0,10429.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,OBC-NCL ,Female-only (including Supernumerary) ,9228.0,10402.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,OBC-NCL (PwD) ,Gender-Neutral ,375.0,375.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,SC ,Gender-Neutral ,3545.0,7488.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,SC ,Female-only (including Supernumerary) ,6597.0,7936.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,ST ,Gender-Neutral ,1477.0,3084.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) ",AI ,ST ,Female-only (including Supernumerary) ,3982.0,3982.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Cyber Security (4 Years, Bachelor of Technology) ",AI ,OPEN ,Gender-Neutral ,23900.0,32686.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Cyber Security (4 Years, Bachelor of Technology) ",AI ,OPEN ,Female-only (including Supernumerary) ,33960.0,36709.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Cyber Security (4 Years, Bachelor of Technology) ",AI ,OPEN (PwD) ,Gender-Neutral ,1383.0,1383.0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Cyber Security (4 Years, Bachelor of Technology) ",AI ,EWS ,Gender-Neutral ,5271.0,5475.0
